File_ID,Access_Frequency,Frequnecy_of_Access,File_Size,File_Lifecycle_Stage,Modification_Frequency,File_Age,Storage_Tier
File_762,7.1985,3.6779,7.8079,8.6005,6.4264,6.7269,Warm
File_763,29.2196,3.3861,0.0,0.0,24.8377,3.9222,Warm
File_764,16.1404,5.7698,0.0,0.0,5.8165,2.4113,Cold
File_765,7.0812,5.4127,10.4863,18.7787,3.9525,0.0,Warm
File_766,11.3557,9.4285,9.3365,9.7742,1.317,2.7503,Warm
File_767,16.4221,23.8506,8.5888,7.7112,3.7876,5.0638,Warm
File_768,16.7849,9.737,0.0,0.0,16.4764,2.1673,Warm
File_769,13.6594,6.4827,11.9025,5.166,3.9036,6.3513,Warm
File_770,7.3509,11.9926,6.8158,3.7798,9.0229,1.8127,Warm
File_771,28.9809,24.6994,9.3656,4.8736,6.691,7.597,Hot
File_772,20.8871,17.2568,0.0,0.0,9.3753,4.5018,Warm
File_773,14.0549,17.7143,14.7028,8.8086,5.1229,6.0704,Warm
File_774,7.9294,4.2525,3.9055,9.6046,10.8392,0.0,Cold
File_775,20.5617,18.6502,11.4148,3.1641,6.4909,8.5286,Warm
File_776,15.7667,3.6129,27.6506,14.578,17.428,0.0,Hot
File_777,12.4494,9.7754,17.6155,2.8919,12.3484,0.0,Warm
File_778,20.7973,9.0298,0.0,0.0,22.1974,3.3085,Warm
File_779,19.9074,18.2831,9.5873,7.9239,6.9358,9.5876,Hot
File_780,27.312,4.3527,0.0,0.0,27.0371,1.3352,Warm
File_781,3.6531,14.3713,0.0,0.0,6.0057,2.1656,Cold
File_782,4.379,4.3891,20.0541,15.2553,10.7216,0.0,Warm
File_783,34.5134,17.997,0.0,0.0,13.0391,2.0317,Warm
File_784,9.1884,13.5459,6.8962,1.4435,1.5492,6.3939,Cold
File_785,18.4187,7.1481,11.8272,4.5103,18.2637,0.0,Warm
File_786,31.0698,12.9493,0.0,0.0,23.075,1.0864,Warm
File_787,18.8889,8.7755,4.3191,7.4954,7.9264,0.0,Warm
File_788,10.9738,29.262,0.0,0.0,8.3162,2.1575,Warm
File_789,23.9413,6.58,1.8294,2.5862,9.4235,2.0843,Warm
File_790,4.5077,6.8717,16.6961,5.7834,17.9902,0.0,Warm
File_791,15.8083,5.8067,27.9017,9.5495,6.7797,0.0,Warm
File_792,15.4307,15.396,13.5753,6.0285,1.9463,3.6704,Warm
File_793,10.9002,8.4891,0.0,0.0,23.1139,4.4595,Warm
File_794,4.2926,6.026,18.0091,5.6785,17.5733,0.0,Warm
File_795,4.7292,9.5978,19.7759,4.076,9.9197,0.0,Warm
File_796,16.3384,6.6736,23.5861,6.4364,17.9854,0.0,Hot
File_797,10.346,7.6675,11.4889,19.0925,6.6464,0.0,Warm
File_798,25.6604,5.385,13.9492,1.5283,1.7049,9.7695,Warm
File_799,4.3188,6.919,3.6535,11.5239,3.0912,0.0,Cold
File_800,27.6042,3.5685,13.0616,6.7662,5.751,5.0905,Warm
File_801,18.3123,6.9884,10.3581,9.9856,8.1794,0.0,Warm
File_802,2.0775,4.5125,18.1985,5.986,4.751,0.0,Cold
File_803,17.2691,9.1049,16.1029,3.8331,17.3773,0.0,Warm
File_804,19.0784,11.246,0.0,0.0,28.0195,1.0185,Warm
File_805,17.3496,15.313,9.2558,4.9138,7.7365,4.9089,Warm
File_806,10.2173,2.3303,18.5494,18.2798,3.3796,0.0,Warm
File_807,3.9052,21.8387,11.0673,5.3576,9.3976,8.3009,Warm
File_808,17.283,3.8787,10.0054,4.1632,7.1516,0.0,Warm
File_809,17.432,4.1225,10.5005,3.2588,7.0695,7.8346,Warm
File_810,5.1518,8.2506,2.8931,3.1514,5.3267,5.1144,Cold
File_811,19.3825,15.5075,0.0,0.0,18.1043,3.5277,Warm
File_812,19.4649,19.3428,3.2793,8.5431,9.8667,1.1594,Warm
File_813,16.9152,9.784,3.1043,11.1669,9.9286,0.0,Warm
File_814,25.258,28.6549,0.0,0.0,8.7205,1.3905,Warm
File_815,11.8637,23.5463,7.4123,3.4418,3.672,1.7775,Warm
File_816,12.8188,1.6259,19.509,12.1605,11.6889,0.0,Warm
File_817,6.2051,13.7506,3.7288,7.2056,6.7433,5.6438,Warm
File_818,18.534,14.0904,11.9776,3.0347,8.5022,1.7772,Warm
File_819,9.7223,13.9418,5.5372,1.1768,6.3797,7.0638,Warm
File_820,9.5164,5.8981,9.0546,1.6044,8.8704,4.6445,Cold
File_821,12.271,1.6045,6.2643,8.8395,4.1088,0.0,Cold
File_822,6.3669,12.1899,0.0,0.0,28.0176,3.8213,Warm
File_823,18.7219,2.3985,4.133,9.0917,8.9751,0.0,Warm
File_824,14.0449,5.7837,4.956,9.1932,3.9095,0.0,Cold
File_825,10.2216,4.5978,13.8461,2.4576,6.9971,0.0,Cold
File_826,22.7686,5.4098,9.4503,7.6189,5.489,8.3523,Warm
File_827,20.5637,14.0327,0.0,0.0,10.9324,3.3929,Warm
File_828,7.2099,6.4695,11.7426,2.5671,3.545,0.0,Cold
File_829,15.8557,7.6959,13.2341,14.5054,10.7763,0.0,Warm
File_830,16.582,10.876,0.0,0.0,12.1391,1.5894,Warm
File_831,29.5562,5.5179,0.0,0.0,18.818,4.9483,Warm
File_832,3.5729,15.3528,6.5641,7.548,2.2668,7.847,Warm
File_833,16.4951,13.2996,0.0,0.0,25.8275,3.0431,Warm
File_834,19.13,4.6497,13.3711,11.933,18.4476,0.0,Warm
File_835,17.1165,7.7163,0.0,0.0,10.953,4.4849,Warm
File_836,16.2855,21.9039,3.6426,6.2337,3.379,7.2338,Warm
File_837,4.8827,21.5586,5.8442,6.8327,6.4294,2.9539,Warm
File_838,23.3396,6.5001,0.0,0.0,26.9207,1.6059,Warm
File_839,2.7379,4.9756,29.2535,15.2875,5.0896,0.0,Warm
File_840,14.1155,5.4356,22.3082,7.4621,4.8184,0.0,Warm
File_841,15.2725,4.2809,5.4764,17.604,16.4771,0.0,Warm
File_842,8.4667,9.3362,12.4085,14.6924,8.5242,0.0,Warm
File_843,13.7107,3.7646,27.0218,8.3034,17.8171,0.0,Hot
File_844,3.7088,1.0199,3.061,5.1871,3.9416,0.0,Cold
File_845,4.4553,2.6403,25.667,3.6865,18.2978,0.0,Warm
File_846,15.1658,7.0315,0.0,0.0,20.0777,2.2628,Warm
File_847,10.4907,10.6662,0.0,0.0,4.3149,3.1811,Cold
File_848,22.0382,8.7475,0.0,0.0,21.5252,3.2336,Warm
File_849,6.9859,10.049,9.7513,1.9629,8.2236,6.4817,Warm
File_850,3.2179,12.4311,4.0782,1.1971,3.344,3.0707,Cold
File_851,5.5304,27.8449,0.0,0.0,24.0809,3.6839,Warm
File_852,8.427,5.6473,18.2677,5.5219,2.5731,0.0,Warm
File_853,6.4322,17.4763,7.9856,9.1392,3.134,4.3069,Warm
File_854,13.834,4.8396,17.3868,6.7863,15.3642,0.0,Warm
File_855,11.5679,3.6272,9.3221,11.7096,7.8685,0.0,Warm
File_856,4.2411,3.8279,10.5938,16.6479,2.4144,0.0,Cold
File_857,4.3927,15.7388,0.0,0.0,14.7468,3.3111,Cold
File_858,16.1909,14.7734,11.591,4.9829,7.0443,2.7135,Warm
File_859,5.122,3.2941,21.8903,6.6758,3.1977,0.0,Warm
File_860,8.8783,8.1636,16.4881,6.8762,12.073,0.0,Warm
File_861,4.6339,1.3693,16.6229,9.1557,13.4028,0.0,Warm
File_862,26.1515,15.2735,0.0,0.0,29.0072,1.3505,Hot
File_863,24.7037,18.4029,14.5689,4.809,8.2302,8.4877,Hot
File_864,4.7968,8.9178,18.7138,14.1787,17.5403,0.0,Warm
File_865,23.9874,12.6006,0.0,0.0,15.7914,0.9373,Warm
File_866,12.6004,6.5258,15.4704,3.8248,9.1398,0.0,Warm
File_867,8.1105,17.6304,9.1548,9.3777,4.1828,6.2969,Warm
File_868,11.0086,2.0047,3.3315,10.6976,6.6815,0.0,Cold
File_869,8.55,28.643,0.0,0.0,12.2073,1.301,Warm
File_870,18.0655,7.7116,13.2548,7.8683,4.7227,2.3965,Warm
File_871,4.3756,3.9167,8.0799,7.9513,10.785,0.0,Cold
File_872,16.157,7.383,19.1351,5.1382,13.7143,0.0,Warm
File_873,17.8617,1.9859,18.5486,18.2442,6.7962,0.0,Warm
File_874,14.252,8.375,16.4408,8.8132,8.8703,0.0,Warm
File_875,6.5995,22.1034,9.6034,2.4211,5.1042,4.4147,Warm
File_876,27.4129,21.9621,0.0,0.0,11.2653,2.3259,Warm
File_877,22.8314,9.1435,6.2673,7.2306,6.9666,8.4936,Warm
File_878,20.3029,20.1807,0.0,0.0,9.9953,2.8773,Warm
File_879,13.2193,3.107,20.7478,16.2562,13.7851,0.0,Warm
File_880,26.5418,14.9056,0.0,0.0,29.447,4.7991,Hot
File_881,22.3172,9.5627,0.0,0.0,5.4817,3.4807,Warm
File_882,9.3413,24.685,0.0,0.0,19.3468,3.2287,Warm
File_883,11.1967,1.1026,13.9081,15.8863,3.0669,0.0,Warm
File_884,19.2967,3.1399,5.8813,7.7858,5.1438,0.0,Warm
File_885,12.9904,3.7128,3.8214,10.18,8.8744,0.0,Cold
File_886,22.3273,6.1419,2.3143,7.2539,3.926,6.0616,Warm
File_887,15.463,15.685,0.0,0.0,22.4196,1.2942,Warm
File_888,3.0612,6.4724,7.3903,10.0683,12.3611,0.0,Cold
File_889,9.6697,18.1245,0.0,0.0,17.0533,0.5259,Warm
File_890,28.1915,21.3823,0.0,0.0,5.7341,2.2312,Warm
File_891,3.8767,4.2054,6.174,9.4419,4.1327,1.3801,Cold
File_892,18.8033,9.3029,5.4148,5.4935,2.4316,2.5018,Warm
File_893,12.084,6.8539,21.4323,12.1503,9.7566,0.0,Warm
File_894,5.5645,12.2073,8.8336,5.5961,5.1125,7.5786,Warm
File_895,5.309,6.5163,13.4302,16.2945,16.2661,0.0,Warm
File_896,11.4594,23.5904,3.0795,2.0554,1.4571,5.9438,Warm
File_897,17.9418,3.7298,7.6945,3.3779,6.1483,7.4391,Warm
File_898,29.0892,15.2341,0.0,0.0,6.0268,3.141,Warm
File_899,3.448,4.8125,16.5704,3.5258,8.3357,0.0,Cold
File_900,25.3362,16.1521,0.0,0.0,19.2239,4.5857,Warm
File_901,27.7576,19.2211,7.7375,2.8592,7.9757,2.7127,Warm
File_902,33.0602,22.6156,0.0,0.0,28.7234,1.2808,Hot
File_903,26.5729,9.2351,2.6343,8.3167,5.7229,6.8685,Warm
File_904,16.1877,25.5659,0.0,0.0,12.0588,3.4368,Warm
File_905,6.1303,4.6897,22.8723,16.8536,2.2036,0.0,Warm
File_906,6.1104,6.6258,4.5187,6.0181,14.0514,0.0,Cold
File_907,19.6306,7.6492,0.0,0.0,17.347,3.726,Warm
File_908,27.8683,5.7611,6.3621,8.6053,7.7435,6.0124,Warm
File_909,19.4015,5.9699,10.4579,10.9374,7.1312,0.0,Warm
File_910,15.5612,3.5467,5.4636,8.3369,13.8965,0.0,Warm
File_911,2.612,5.9135,10.2912,18.9915,6.3637,0.0,Warm
File_912,10.0577,19.2841,4.5619,4.3877,2.4431,6.4642,Warm
File_913,14.6001,12.6589,8.3534,1.7288,5.5185,4.3812,Warm
File_914,31.14,6.5564,0.0,0.0,12.3778,4.2774,Warm
File_915,16.1576,1.8349,25.7972,6.2895,19.6908,0.0,Warm
File_916,6.5418,5.05,20.4094,15.9188,14.563,0.0,Warm
File_917,11.8701,14.3648,0.0,0.0,25.1044,4.2055,Warm
File_918,24.7265,11.0687,1.5653,5.8512,7.4371,2.9761,Warm
File_919,33.3648,28.523,0.0,0.0,19.8037,1.5275,Hot
File_920,26.5301,10.1079,11.1436,1.1122,6.6388,9.7414,Warm
File_921,30.1334,28.2489,0.0,0.0,5.6725,1.335,Warm
File_922,15.2288,18.9456,0.0,0.0,10.7708,3.1435,Warm
File_923,10.4558,22.1182,4.5481,2.0626,9.4396,2.2665,Warm
File_924,12.388,15.7835,9.4009,9.0257,5.6631,1.804,Warm
File_925,26.637,20.9033,6.2615,3.1426,3.7155,8.6606,Warm
File_926,16.7951,9.6798,3.4857,1.8919,6.8787,2.3507,Warm
File_927,25.2712,14.6042,0.0,0.0,16.4514,4.3763,Warm
File_928,13.409,9.2705,14.8171,3.0047,11.9737,0.0,Warm
File_929,12.7795,16.3794,0.0,0.0,12.6883,2.1308,Warm
File_930,7.0122,20.6728,10.4481,7.4815,8.1893,5.3513,Warm
File_931,17.6205,10.3393,2.2432,2.0465,5.4229,7.1099,Warm
File_932,16.1523,18.3106,0.0,0.0,19.8257,2.5422,Warm
File_933,22.6265,28.6689,0.0,0.0,17.7983,2.3061,Hot
File_934,17.0849,2.3258,12.4455,17.0915,17.031,0.0,Warm
File_935,18.4383,6.9169,15.0675,2.6227,14.5458,0.0,Warm
File_936,28.2225,8.4151,2.3073,9.8999,1.3381,2.9779,Warm
File_937,7.0211,2.0567,18.383,5.2874,12.5579,0.0,Warm
File_938,26.7859,5.0649,11.9334,1.7483,3.9276,8.1683,Warm
File_939,13.9754,14.7562,0.0,0.0,22.0764,0.5502,Warm
File_940,26.3109,18.2453,0.0,0.0,17.5946,3.8483,Warm
File_941,7.2395,9.4639,19.6897,19.5564,11.8126,0.0,Warm
File_942,16.0096,8.6169,12.7553,15.5935,9.6414,0.0,Warm
File_943,25.67,4.6762,2.5098,8.0389,3.0364,3.8912,Warm
File_944,25.3718,19.102,0.0,0.0,29.5333,1.4853,Hot
File_945,16.0654,4.3536,4.3765,2.9097,15.5642,0.0,Warm
File_946,15.3582,3.4715,26.387,12.3168,14.4274,0.0,Hot
File_947,14.3402,15.464,0.0,0.0,21.8343,4.485,Warm
File_948,4.3233,23.0037,0.0,0.0,20.8025,1.3167,Warm
File_949,33.6544,22.7524,0.0,0.0,5.3876,2.5152,Warm
File_950,4.6251,11.3666,5.0989,4.7532,9.1919,8.917,Warm
File_951,6.3142,7.2156,4.4055,2.5589,6.5976,5.3506,Cold
File_952,7.7505,6.7619,2.7391,7.1835,4.2213,9.2102,Cold
File_953,10.1851,7.0336,21.4515,5.4886,8.3509,0.0,Warm
File_954,34.3738,14.355,0.0,0.0,24.8993,2.5595,Hot
File_955,18.7603,7.3994,26.1909,11.8253,2.6336,0.0,Warm
File_956,5.065,8.1218,10.4528,3.1675,3.7686,8.5933,Cold
File_957,18.8871,8.1794,12.6464,3.4799,7.4528,0.0,Warm
File_958,10.96,3.0279,0.0,0.0,8.631,4.881,Cold
File_959,21.6525,13.9539,0.0,0.0,13.0975,3.0355,Warm
File_960,14.6942,13.9491,14.7551,2.6946,9.4433,6.6031,Warm
File_961,17.3334,1.8434,16.0127,8.234,9.0576,0.0,Warm
File_962,2.5879,5.3821,27.6821,14.18,8.9896,0.0,Warm
File_963,19.1217,2.6325,4.8398,9.0053,5.4394,0.0,Warm
File_964,21.5729,11.7168,13.8351,6.2808,3.4424,7.8824,Warm
File_965,8.6729,6.4438,3.216,16.2233,14.3877,0.0,Warm
File_966,25.3153,5.745,13.202,5.144,8.0846,3.4114,Warm
File_967,13.9955,1.4576,20.354,10.861,10.6645,0.0,Warm
File_968,32.3979,4.4177,0.0,0.0,10.7573,2.5215,Warm
File_969,19.1745,20.4277,0.0,0.0,7.3065,1.4509,Warm
File_970,15.2082,3.4605,0.0,0.0,12.6339,4.3114,Cold
File_971,11.6172,17.8269,9.9262,3.8817,5.0341,8.7095,Warm
File_972,6.3945,3.3981,0.0,0.0,24.7492,0.9614,Cold
File_973,19.6081,11.6593,12.6027,1.9762,5.5974,1.3909,Warm
File_974,8.7804,14.7879,10.8443,8.2849,4.742,3.9802,Warm
File_975,9.1476,8.9475,27.3789,6.7917,17.2054,0.0,Warm
File_976,26.1446,16.1142,12.4131,4.6616,1.9715,8.6231,Warm
File_977,4.9971,9.4782,20.6589,10.2046,2.2051,0.0,Warm
File_978,10.534,17.1984,0.0,0.0,18.8081,4.1862,Warm
File_979,14.5258,7.3283,16.0072,7.9423,14.848,0.0,Warm
File_980,6.115,27.1405,0.0,0.0,5.4717,3.5905,Warm
File_981,32.6258,5.011,0.0,0.0,9.8882,2.1072,Warm
File_982,8.8632,23.4868,0.0,0.0,17.2416,3.9262,Warm
File_983,14.0702,3.4843,3.1749,15.2777,17.993,0.0,Warm
File_984,21.9448,6.0034,0.0,0.0,16.4531,3.8194,Warm
File_985,15.5526,2.4655,18.44,17.2139,18.1709,0.0,Hot
File_986,16.4607,16.1365,2.9845,1.5789,9.0379,3.7757,Warm
File_987,20.1311,10.783,9.1946,7.2745,9.8925,8.7319,Warm
File_988,19.79,7.6287,16.4581,6.0034,17.5157,0.0,Warm
File_989,11.9785,9.438,2.0589,9.2655,1.8946,2.0828,Cold
File_990,23.2594,24.3539,6.1581,2.0645,3.7967,9.5996,Warm
File_991,19.6859,17.2397,0.0,0.0,5.3671,2.0242,Warm
File_992,13.5217,5.6131,0.0,0.0,9.4754,4.7372,Cold
File_993,8.6868,26.0315,0.0,0.0,11.8542,2.9661,Warm
File_994,6.3765,4.162,21.3078,15.854,17.343,0.0,Warm
File_995,18.6636,7.9362,7.7047,15.6445,14.6149,0.0,Warm
File_996,19.2749,2.8695,8.5934,15.4563,11.3782,0.0,Warm
File_997,6.822,16.2987,11.6977,7.8548,6.0192,2.4324,Warm
File_998,27.9033,15.2662,5.263,8.5337,2.7371,8.9822,Warm
File_999,3.8542,5.3959,13.8454,1.4638,8.5678,4.9957,Cold
File_1000,16.8313,27.9947,0.0,0.0,7.6499,0.8049,Warm
File_1001,12.9187,3.5765,8.4221,7.0947,9.2648,7.4249,Warm
File_1002,20.2451,20.5237,7.7149,7.9175,6.4573,1.7802,Warm
File_1003,33.8165,4.1582,0.0,0.0,8.4395,2.5047,Warm
File_1004,2.8833,9.0883,8.3572,15.6569,5.4355,0.0,Warm
File_1005,15.0684,8.7372,0.0,0.0,5.6717,1.2135,Cold
File_1006,10.2708,8.7405,16.3255,11.6543,3.2064,0.0,Warm
File_1007,18.0732,4.1945,13.9855,18.4336,14.5311,0.0,Warm
File_1008,16.4333,3.8963,27.7506,17.0305,13.5132,0.0,Hot
File_1009,9.9032,6.9194,19.1949,7.2758,7.0049,0.0,Warm
File_1010,4.642,5.8232,1.512,6.3039,1.3297,2.0369,Cold
File_1011,20.94,14.4666,1.8745,8.8884,9.4498,8.3559,Warm
File_1012,20.0338,29.2345,0.0,0.0,12.7158,4.7666,Warm
File_1013,22.6757,22.2439,0.0,0.0,23.5317,4.4115,Hot
File_1014,13.1162,6.7297,28.0166,17.1673,9.0533,0.0,Hot
File_1015,28.008,13.4005,2.9868,5.3479,2.6221,1.9647,Warm
File_1016,4.9146,23.3425,14.5347,7.6873,2.3981,5.34,Warm
File_1017,9.8652,17.8187,13.3639,9.0442,5.3068,6.8769,Warm
File_1018,2.5177,3.1642,22.7745,3.3732,7.2571,0.0,Cold
File_1019,11.4067,20.6812,0.0,0.0,5.858,0.9432,Cold
File_1020,11.7173,4.9741,14.5979,11.3583,3.9938,0.0,Warm
File_1021,13.1813,13.0223,6.6218,4.3469,7.9784,7.2476,Warm
File_1022,8.9114,27.4951,0.0,0.0,22.5362,3.5511,Warm
File_1023,7.8774,8.545,23.3661,10.9716,2.0153,0.0,Warm
File_1024,5.1181,3.6936,13.8523,11.0191,12.9608,0.0,Warm
File_1025,16.1399,12.0584,6.7267,6.5806,6.0736,7.4319,Warm
File_1026,11.9336,2.5223,13.8184,15.9927,18.9322,0.0,Warm
File_1027,22.8372,10.1437,11.21,6.6837,1.9178,6.3021,Warm
File_1028,16.3643,1.1721,11.3087,17.8172,11.7214,0.0,Warm
File_1029,4.7963,8.6643,12.3937,7.763,5.3042,0.0,Cold
File_1030,30.1648,19.5398,0.0,0.0,9.7334,1.4006,Warm
File_1031,14.2344,5.6353,19.8299,12.3737,16.7126,0.0,Warm
File_1032,14.063,7.5574,17.8592,4.051,11.9441,0.0,Warm
File_1033,14.2615,19.5608,2.0338,7.1473,1.1113,3.8549,Warm
File_1034,5.0311,4.2791,25.8815,17.215,13.7665,0.0,Warm
File_1035,16.0819,9.2482,14.1807,17.6556,4.7823,0.0,Warm
File_1036,6.3368,3.5068,18.644,11.2309,14.7385,0.0,Warm
File_1037,18.0794,2.9918,26.4419,17.5347,19.3464,0.0,Hot
File_1038,34.0947,9.6596,0.0,0.0,21.6159,0.9185,Warm
File_1039,4.5644,25.481,0.0,0.0,23.1057,3.7297,Warm
File_1040,10.0062,8.6369,6.5893,2.0598,1.7813,8.9401,Cold
File_1041,25.7752,23.5109,4.6397,9.8412,1.6142,9.6103,Hot
File_1042,14.9213,2.8364,27.6573,8.2243,6.7923,0.0,Warm
File_1043,7.2545,19.0179,14.526,1.9323,9.8763,2.7508,Warm
File_1044,28.8633,4.75,0.0,0.0,22.5454,1.4497,Warm
File_1045,14.1873,1.6828,15.2554,7.9097,7.208,0.0,Warm
File_1046,2.3403,5.5414,6.4406,2.3592,16.7917,0.0,Cold
File_1047,14.1628,7.4798,29.6287,13.3839,19.2227,0.0,Hot
File_1048,11.3381,9.7713,8.2617,5.8888,7.5734,0.0,Warm
File_1049,7.6375,3.0402,12.272,14.7741,2.8698,0.0,Warm
File_1050,3.9532,9.0394,13.4038,5.6928,8.0389,0.0,Warm
File_1051,22.453,24.1647,14.3228,4.1307,8.3874,8.9857,Hot
File_1052,4.4613,11.2348,9.6209,6.1614,5.234,7.3019,Warm
File_1053,4.6042,12.7934,2.7486,9.2402,9.4812,2.4513,Warm
File_1054,11.8285,17.4613,0.0,0.0,3.1813,3.0137,Cold
File_1055,3.3652,16.6268,11.4012,3.3629,5.9321,1.6863,Warm
File_1056,4.2436,14.793,10.8231,9.5373,7.1898,9.1807,Warm
File_1057,15.7942,10.9828,0.0,0.0,24.5171,3.1836,Warm
File_1058,13.7906,21.8684,13.057,8.2297,3.0081,4.6185,Warm
File_1059,5.0029,19.469,2.2523,7.1441,8.5931,2.7541,Warm
File_1060,2.6698,5.1993,8.0997,13.9087,7.6201,0.0,Cold
File_1061,6.5498,2.6994,13.8888,19.1545,3.1555,0.0,Warm
File_1062,33.1825,6.8819,0.0,0.0,24.1481,3.134,Warm
File_1063,26.8393,11.7501,0.0,0.0,28.4651,3.9419,Hot
File_1064,21.57,25.3283,0.0,0.0,23.3297,1.4577,Hot
File_1065,27.5021,15.8708,0.0,0.0,10.2037,2.8095,Warm
File_1066,28.195,29.6737,0.0,0.0,8.348,1.9226,Warm
File_1067,12.2222,8.2739,21.8933,5.5678,11.2339,0.0,Warm
File_1068,32.7605,23.2631,0.0,0.0,16.3068,2.2757,Hot
File_1069,10.5793,9.8358,5.7939,3.3352,6.49,0.0,Cold
File_1070,13.8576,21.4721,0.0,0.0,13.5357,1.5302,Warm
File_1071,19.451,4.7841,2.7872,3.4986,8.8235,3.0948,Warm
File_1072,12.7889,5.2497,13.9966,14.7331,2.2175,0.0,Warm
File_1073,16.0304,18.5474,5.7496,6.6017,2.5002,4.2281,Warm
File_1074,8.013,21.6249,0.0,0.0,21.776,3.8635,Warm
File_1075,12.7993,13.358,9.7221,4.7037,1.9222,1.7217,Warm
File_1076,31.6596,19.955,0.0,0.0,25.0741,0.8268,Hot
File_1077,17.0793,14.8743,13.5881,2.6323,9.7163,1.6744,Warm
File_1078,33.0338,15.8617,0.0,0.0,6.8415,2.119,Warm
File_1079,6.2125,3.9052,28.614,18.0411,11.4464,0.0,Warm
File_1080,3.7743,3.7469,8.5194,14.21,10.0791,0.0,Warm
File_1081,9.6181,16.1098,0.0,0.0,13.6648,2.034,Warm
File_1082,17.6005,8.3237,14.0909,17.352,15.8972,0.0,Hot
File_1083,28.279,19.1069,0.0,0.0,13.5093,2.7508,Warm
File_1084,14.3059,8.3098,0.0,0.0,9.8834,2.8123,Cold
File_1085,15.2467,3.9121,0.0,0.0,13.8292,3.9005,Cold
File_1086,15.0703,11.2163,3.2184,4.8294,7.2659,4.2568,Warm
File_1087,15.6856,5.453,3.919,15.4893,7.9458,0.0,Warm
File_1088,12.9096,4.1876,17.8585,12.3946,18.6336,0.0,Warm
File_1089,5.0954,4.2803,24.8577,19.0773,2.5412,0.0,Warm
File_1090,8.3905,7.1341,15.5502,13.146,14.1751,0.0,Warm
File_1091,20.5175,22.8139,1.7188,2.9799,9.3264,3.7467,Warm
File_1092,5.1227,6.9173,2.9911,1.3407,8.6526,1.0423,Cold
File_1093,18.0589,3.1321,19.1423,13.9244,5.6458,0.0,Warm
File_1094,25.1212,10.9924,0.0,0.0,12.8966,2.386,Warm
File_1095,25.1965,19.2294,11.0663,5.5217,1.7472,2.9813,Warm
File_1096,12.3038,2.8673,10.8104,12.4759,12.2055,0.0,Warm
File_1097,5.6411,16.9874,4.8887,9.7679,2.5802,7.6689,Warm
File_1098,33.2534,29.523,0.0,0.0,9.1919,1.2453,Hot
File_1099,21.009,24.7091,0.0,0.0,23.7764,1.7802,Hot
File_1100,3.3324,8.2837,21.4502,4.0517,7.4277,0.0,Warm
File_1101,13.5627,24.0674,9.9604,2.1103,1.4682,5.1418,Warm
File_1102,9.3657,12.9721,10.0069,3.0046,9.6744,5.6605,Warm
File_1103,24.5417,15.3947,10.8801,2.1761,6.8645,8.689,Warm
File_1104,31.5744,6.4904,0.0,0.0,16.8428,2.9294,Warm
File_1105,25.8685,12.2577,0.0,0.0,7.9779,1.5314,Warm
File_1106,17.7883,6.6444,21.8707,19.7989,5.0688,0.0,Hot
File_1107,20.709,18.9126,3.1737,1.416,3.9781,3.1961,Warm
File_1108,22.1729,21.511,3.9324,1.3922,1.3235,5.4333,Warm
File_1109,23.1263,24.641,0.0,0.0,27.9336,1.5638,Hot
File_1110,27.3174,6.1076,5.2226,8.7161,7.5698,4.225,Warm
File_1111,5.9311,25.5653,0.0,0.0,19.572,2.562,Warm
File_1112,28.4859,17.7927,13.3387,8.4679,6.3584,6.7656,Hot
File_1113,3.3761,6.8974,29.6967,18.314,9.2425,0.0,Warm
File_1114,9.1381,3.7112,8.2149,12.9268,17.1415,0.0,Warm
File_1115,29.1167,3.1537,0.0,0.0,15.711,1.6402,Warm
File_1116,22.1396,22.9009,0.0,0.0,6.7148,3.8997,Warm
File_1117,7.8972,3.1301,10.0279,2.6345,7.1611,0.0,Cold
File_1118,33.4824,3.4219,0.0,0.0,9.6292,2.3011,Warm
File_1119,9.9182,7.9206,8.7337,15.5241,9.421,0.0,Warm
File_1120,14.3742,8.5664,12.8096,14.8414,5.9208,0.0,Warm
File_1121,18.555,3.4637,29.2126,14.5689,15.3292,0.0,Hot
File_1122,14.0132,17.1952,2.5001,8.2018,6.6095,6.6348,Warm
File_1123,12.6689,3.8355,8.0512,19.1453,8.3936,0.0,Warm
File_1124,21.7168,17.2164,6.185,8.9598,5.8813,3.3847,Warm
File_1125,5.3926,6.7411,7.491,6.1389,2.7521,3.8969,Cold
File_1126,3.1326,3.5753,3.1862,4.4647,3.6137,6.1776,Cold
File_1127,11.6006,11.093,13.6329,6.9594,2.2998,3.2877,Warm
File_1128,15.2443,18.2245,0.0,0.0,4.3354,2.5609,Warm
File_1129,8.127,9.8002,6.989,10.8674,16.551,0.0,Warm
File_1130,20.4895,23.0955,11.3074,8.4476,2.824,7.0941,Hot
File_1131,16.767,4.8335,13.2609,3.1203,5.2468,0.0,Warm
File_1132,33.6956,5.6598,0.0,0.0,7.8028,4.785,Warm
File_1133,8.327,6.3237,6.7707,13.8382,18.7849,0.0,Warm
File_1134,17.6936,16.9522,13.0289,8.2974,8.1538,1.7058,Warm
File_1135,9.7786,7.7804,25.9846,7.7222,18.7772,0.0,Hot
File_1136,13.4465,24.6334,0.0,0.0,22.7936,3.1331,Warm
File_1137,28.7763,7.466,0.0,0.0,23.0525,4.854,Warm
File_1138,6.6841,17.2506,0.0,0.0,10.5864,4.5283,Cold
