File_ID,Access_Frequency,Frequnecy_of_Access,File_Size,File_Lifecycle_Stage,Modification_Frequency,File_Age,Storage_Tier,Storage_Tier_Encoded
File_721,0.3601,0.1403,0.2337,0.4608,0.2039,0.0,Warm,1
File_722,0.5143,0.661,0.217,0.4567,0.2937,0.9949,Hot,2
File_723,0.3126,0.0065,0.5948,0.3227,0.4521,0.0,Warm,1
File_724,0.4165,0.0296,0.1273,0.3109,0.4359,0.0,Warm,1
File_725,0.5505,0.5809,0.0,0.0,0.6633,0.3144,Warm,1
File_726,0.3715,0.2688,0.414,0.4352,0.1623,0.0,Warm,1
File_727,0.7918,0.1907,0.0514,0.058,0.1132,0.8421,Warm,1
File_728,0.4335,0.2458,0.0,0.0,0.686,0.1419,Warm,1
File_729,0.2053,0.0529,0.8512,0.8358,0.1636,0.0,Warm,1
File_730,0.568,0.638,0.0,0.0,0.6888,0.1241,Warm,1
File_731,0.5236,0.2976,0.5504,0.681,0.5981,0.0,Hot,2
File_732,0.2477,0.3956,0.3079,0.07,0.307,0.6871,Warm,1
File_733,0.225,0.6329,0.4195,0.4228,0.2716,0.7429,Warm,1
File_734,0.4965,0.1114,0.805,0.5417,0.2898,0.0,Warm,1
File_735,0.3677,0.2475,0.1429,0.3012,0.1308,0.0,Cold,0
File_736,0.7732,0.936,0.0,0.0,0.1575,0.1417,Warm,1
File_737,0.1997,0.5961,0.2448,0.4277,0.1581,0.655,Warm,1
File_738,0.3279,0.2333,0.6765,0.1956,0.4296,0.0,Warm,1
File_739,0.4455,0.7913,0.1911,0.1295,0.2632,0.6986,Warm,1
File_740,0.1325,0.0588,0.8698,0.1779,0.4584,0.0,Warm,1
File_741,0.5551,0.7202,0.4715,0.2055,0.286,0.4762,Hot,2
File_742,0.3171,0.2859,0.0,0.0,0.8841,0.4433,Warm,1
File_743,0.4898,0.0919,0.9726,0.9193,0.2989,0.0,Hot,2
File_744,0.1691,0.0703,0.4556,0.7704,0.0582,0.0,Warm,1
File_745,0.0498,0.194,0.3232,0.8929,0.4795,0.0,Warm,1
File_746,0.2342,0.0618,0.1925,0.1148,0.021,0.9494,Cold,0
File_747,0.4268,0.5448,0.0,0.0,0.9707,0.1012,Warm,1
File_748,0.7818,0.3518,0.2832,0.3148,0.2583,0.8798,Hot,2
File_749,0.4909,0.5193,0.0,0.0,0.9141,0.4799,Warm,1
File_750,0.2492,0.2342,0.446,0.8649,0.1517,0.0,Warm,1
File_751,0.5023,0.7641,0.0,0.0,0.8605,0.2383,Warm,1
File_752,0.1925,0.079,0.0,0.0,0.2413,0.0613,Cold,0
File_753,0.4474,0.1673,0.1125,0.4636,0.2892,0.3115,Warm,1
File_754,0.1665,0.2512,0.6609,0.5581,0.4705,0.0,Warm,1
File_755,0.2975,0.3287,0.2227,0.0703,0.1224,0.2426,Cold,0
File_756,0.3814,0.3574,0.0,0.0,0.4015,0.2068,Warm,1
File_757,0.2798,0.2859,0.2967,0.5898,0.1845,0.0,Warm,1
File_758,0.9513,0.309,0.0,0.0,0.9107,0.3337,Hot,2
File_759,0.8272,0.4338,0.2698,0.1102,0.1316,0.2695,Warm,1
File_760,0.3748,0.0589,0.6328,0.46,0.4947,0.0,Warm,1
File_761,0.2626,0.1053,0.5013,0.1718,0.5687,0.0,Warm,1
File_762,0.1575,0.0932,0.2629,0.4344,0.189,0.6802,Warm,1
File_763,0.8347,0.083,0.0,0.0,0.8317,0.3966,Warm,1
File_764,0.4325,0.1661,0.0,0.0,0.1677,0.2438,Cold,0
File_765,0.1539,0.1537,0.3531,0.9485,0.1026,0.0,Warm,1
File_766,0.2853,0.2938,0.3144,0.4937,0.0106,0.2781,Warm,1
File_767,0.4411,0.7969,0.2892,0.3895,0.0968,0.512,Warm,1
File_768,0.4523,0.3045,0.0,0.0,0.5398,0.2191,Warm,1
File_769,0.3562,0.191,0.4008,0.2609,0.1009,0.6422,Warm,1
File_770,0.1622,0.3832,0.2295,0.1909,0.2796,0.1833,Warm,1
File_771,0.8273,0.8265,0.3154,0.2462,0.1982,0.7682,Hot,2
File_772,0.5784,0.5668,0.0,0.0,0.2919,0.4552,Warm,1
File_773,0.3683,0.5828,0.4951,0.4449,0.1435,0.6138,Warm,1
File_774,0.18,0.1132,0.1315,0.4851,0.343,0.0,Cold,0
File_775,0.5684,0.6155,0.3844,0.1598,0.1912,0.8624,Warm,1
File_776,0.421,0.0909,0.9311,0.7363,0.573,0.0,Hot,2
File_777,0.319,0.3059,0.5932,0.1461,0.3957,0.0,Warm,1
File_778,0.5757,0.2799,0.0,0.0,0.7395,0.3345,Warm,1
File_779,0.5483,0.6027,0.3228,0.4002,0.2067,0.9695,Hot,2
File_780,0.776,0.1167,0.0,0.0,0.9085,0.135,Warm,1
File_781,0.0485,0.4662,0.0,0.0,0.1743,0.219,Cold,0
File_782,0.0708,0.118,0.6753,0.7705,0.3389,0.0,Warm,1
File_783,0.9975,0.5927,0.0,0.0,0.4198,0.2054,Warm,1
File_784,0.2187,0.4374,0.2322,0.0729,0.0187,0.6465,Cold,0
File_785,0.5025,0.2142,0.3983,0.2278,0.6022,0.0,Warm,1
File_786,0.8916,0.4166,0.0,0.0,0.7702,0.1099,Warm,1
File_787,0.517,0.271,0.1454,0.3786,0.2413,0.0,Warm,1
File_788,0.2736,0.9856,0.0,0.0,0.2549,0.2182,Warm,1
File_789,0.6724,0.1944,0.0616,0.1306,0.2936,0.2108,Warm,1
File_790,0.0747,0.2046,0.5622,0.2921,0.5927,0.0,Warm,1
File_791,0.4222,0.1674,0.9396,0.4823,0.2013,0.0,Warm,1
File_792,0.4106,0.5019,0.4571,0.3045,0.0326,0.3711,Warm,1
File_793,0.2713,0.261,0.0,0.0,0.7715,0.4509,Warm,1
File_794,0.0681,0.1751,0.6064,0.2868,0.5781,0.0,Warm,1
File_795,0.0815,0.2997,0.6659,0.2059,0.3109,0.0,Warm,1
File_796,0.4385,0.1977,0.7942,0.3251,0.5925,0.0,Hot,2
File_797,0.2543,0.2323,0.3869,0.9643,0.1966,0.0,Warm,1
File_798,0.7252,0.1527,0.4697,0.0772,0.0241,0.9879,Warm,1
File_799,0.0689,0.2062,0.123,0.582,0.0725,0.0,Cold,0
File_800,0.785,0.0893,0.4398,0.3417,0.1654,0.5147,Warm,1
File_801,0.4993,0.2086,0.3488,0.5044,0.2502,0.0,Warm,1
File_802,0.0,0.1223,0.6128,0.3023,0.1305,0.0,Cold,0
File_803,0.4672,0.2825,0.5422,0.1936,0.5713,0.0,Warm,1
File_804,0.5228,0.3572,0.0,0.0,0.9428,0.103,Warm,1
File_805,0.4696,0.499,0.3117,0.2482,0.2347,0.4964,Warm,1
File_806,0.2503,0.0462,0.6246,0.9233,0.0826,0.0,Warm,1
File_807,0.0562,0.7267,0.3727,0.2706,0.2927,0.8394,Warm,1
File_808,0.4676,0.1002,0.3369,0.2103,0.2143,0.0,Warm,1
File_809,0.4722,0.1087,0.3536,0.1646,0.2114,0.7922,Warm,1
File_810,0.0945,0.2527,0.0974,0.1592,0.1506,0.5171,Cold,0
File_811,0.5322,0.5058,0.0,0.0,0.5966,0.3567,Warm,1
File_812,0.5347,0.6396,0.1104,0.4315,0.3091,0.1172,Warm,1
File_813,0.4563,0.3062,0.1045,0.564,0.3112,0.0,Warm,1
File_814,0.7128,0.9645,0.0,0.0,0.269,0.1406,Warm,1
File_815,0.3009,0.7863,0.2496,0.1738,0.0928,0.1797,Warm,1
File_816,0.3303,0.0216,0.6569,0.6142,0.3727,0.0,Warm,1
File_817,0.1269,0.4445,0.1256,0.3639,0.2,0.5707,Warm,1
File_818,0.5061,0.4564,0.4033,0.1533,0.2614,0.1797,Warm,1
File_819,0.2351,0.4512,0.1865,0.0594,0.1873,0.7143,Warm,1
File_820,0.2288,0.1706,0.3049,0.081,0.2743,0.4696,Cold,0
File_821,0.3135,0.0208,0.2109,0.4465,0.1081,0.0,Cold,0
File_822,0.1319,0.3901,0.0,0.0,0.9427,0.3864,Warm,1
File_823,0.5118,0.0485,0.1392,0.4592,0.2779,0.0,Warm,1
File_824,0.368,0.1666,0.1669,0.4643,0.1011,0.0,Cold,0
File_825,0.2504,0.1253,0.4663,0.1241,0.2089,0.0,Cold,0
File_826,0.6363,0.1536,0.3182,0.3848,0.1562,0.8446,Warm,1
File_827,0.5685,0.4544,0.0,0.0,0.3463,0.3431,Warm,1
File_828,0.1578,0.1905,0.3954,0.1297,0.0884,0.0,Cold,0
File_829,0.4237,0.2333,0.4456,0.7326,0.3408,0.0,Warm,1
File_830,0.446,0.3443,0.0,0.0,0.3884,0.1607,Warm,1
File_831,0.845,0.1574,0.0,0.0,0.6216,0.5004,Warm,1
File_832,0.046,0.5004,0.221,0.3812,0.0437,0.7935,Warm,1
File_833,0.4434,0.4288,0.0,0.0,0.8663,0.3077,Warm,1
File_834,0.5244,0.1271,0.4503,0.6027,0.6086,0.0,Warm,1
File_835,0.4625,0.234,0.0,0.0,0.347,0.4535,Warm,1
File_836,0.4369,0.729,0.1227,0.3149,0.0826,0.7315,Warm,1
File_837,0.0863,0.7169,0.1968,0.3451,0.1891,0.2987,Warm,1
File_838,0.6539,0.1916,0.0,0.0,0.9044,0.1624,Warm,1
File_839,0.0203,0.1384,0.9851,0.7721,0.1423,0.0,Warm,1
File_840,0.3702,0.1545,0.7512,0.3769,0.1328,0.0,Warm,1
File_841,0.4058,0.1142,0.1844,0.8891,0.5398,0.0,Warm,1
File_842,0.1965,0.2905,0.4178,0.7421,0.2622,0.0,Warm,1
File_843,0.3577,0.0962,0.9099,0.4194,0.5866,0.0,Hot,2
File_844,0.0502,0.0004,0.1031,0.262,0.1022,0.0,Cold,0
File_845,0.0731,0.057,0.8643,0.1862,0.6034,0.0,Warm,1
File_846,0.4025,0.2102,0.0,0.0,0.6655,0.2288,Warm,1
File_847,0.2587,0.3369,0.0,0.0,0.1152,0.3217,Cold,0
File_848,0.6138,0.27,0.0,0.0,0.7161,0.327,Warm,1
File_849,0.1509,0.3154,0.3284,0.0991,0.2517,0.6554,Warm,1
File_850,0.0351,0.3985,0.1373,0.0605,0.0814,0.3105,Cold,0
File_851,0.1062,0.9362,0.0,0.0,0.8053,0.3725,Warm,1
File_852,0.1953,0.1619,0.6151,0.2789,0.0544,0.0,Warm,1
File_853,0.1339,0.5745,0.2689,0.4616,0.074,0.4355,Warm,1
File_854,0.3615,0.1337,0.5855,0.3428,0.501,0.0,Warm,1
File_855,0.2918,0.0914,0.3139,0.5914,0.2393,0.0,Warm,1
File_856,0.0665,0.0984,0.3567,0.8408,0.0489,0.0,Cold,0
File_857,0.0712,0.5139,0.0,0.0,0.4794,0.3348,Cold,0
File_858,0.434,0.4802,0.3903,0.2517,0.2105,0.2744,Warm,1
File_859,0.0936,0.0798,0.7371,0.3372,0.0762,0.0,Warm,1
File_860,0.2091,0.2496,0.5552,0.3473,0.3861,0.0,Warm,1
File_861,0.0786,0.0126,0.5598,0.4624,0.4325,0.0,Warm,1
File_862,0.7403,0.4977,0.0,0.0,0.9773,0.1366,Hot,2
File_863,0.6958,0.6068,0.4906,0.2429,0.2519,0.8582,Hot,2
File_864,0.0836,0.276,0.6302,0.7161,0.5769,0.0,Warm,1
File_865,0.6738,0.4044,0.0,0.0,0.5159,0.0948,Warm,1
File_866,0.3236,0.1925,0.5209,0.1932,0.2837,0.0,Warm,1
File_867,0.1855,0.5799,0.3083,0.4736,0.1106,0.6367,Warm,1
File_868,0.2746,0.0348,0.1122,0.5403,0.1979,0.0,Cold,0
File_869,0.199,0.964,0.0,0.0,0.3908,0.1316,Warm,1
File_870,0.4917,0.2339,0.4463,0.3974,0.1295,0.2423,Warm,1
File_871,0.0707,0.1015,0.2721,0.4016,0.3411,0.0,Cold,0
File_872,0.433,0.2224,0.6444,0.2595,0.4434,0.0,Warm,1
File_873,0.4854,0.0341,0.6246,0.9215,0.2019,0.0,Warm,1
File_874,0.3744,0.257,0.5536,0.4451,0.2743,0.0,Warm,1
File_875,0.1391,0.7359,0.3234,0.1223,0.1428,0.4464,Warm,1
File_876,0.7791,0.731,0.0,0.0,0.3579,0.2352,Warm,1
File_877,0.6382,0.2838,0.211,0.3652,0.2078,0.8588,Warm,1
File_878,0.5605,0.6688,0.0,0.0,0.3136,0.2909,Warm,1
File_879,0.3426,0.0732,0.6987,0.8211,0.4459,0.0,Warm,1
File_880,0.7523,0.4848,0.0,0.0,0.9926,0.4853,Hot,2
File_881,0.6224,0.2984,0.0,0.0,0.156,0.352,Warm,1
File_882,0.2234,0.826,0.0,0.0,0.64,0.3265,Warm,1
File_883,0.2804,0.0033,0.4683,0.8024,0.0717,0.0,Warm,1
File_884,0.5295,0.0744,0.198,0.3932,0.1442,0.0,Warm,1
File_885,0.3356,0.0944,0.1287,0.5142,0.2744,0.0,Cold,0
File_886,0.6227,0.1791,0.0779,0.3664,0.1017,0.6129,Warm,1
File_887,0.4116,0.512,0.0,0.0,0.7473,0.1309,Warm,1
File_888,0.0303,0.1906,0.2489,0.5085,0.3961,0.0,Cold,0
File_889,0.2335,0.5971,0.0,0.0,0.5599,0.0532,Warm,1
File_890,0.8031,0.7108,0.0,0.0,0.1648,0.2256,Warm,1
File_891,0.0553,0.1116,0.2079,0.4769,0.1089,0.1396,Cold,0
File_892,0.5144,0.2894,0.1823,0.2775,0.0495,0.253,Warm,1
File_893,0.3077,0.204,0.7217,0.6137,0.3052,0.0,Warm,1
File_894,0.1072,0.3907,0.2975,0.2826,0.1431,0.7663,Warm,1
File_895,0.0994,0.1922,0.4522,0.823,0.5325,0.0,Warm,1
File_896,0.2885,0.7878,0.1037,0.1038,0.0155,0.601,Warm,1
File_897,0.4879,0.095,0.2591,0.1706,0.1793,0.7522,Warm,1
File_898,0.8307,0.4963,0.0,0.0,0.175,0.3176,Warm,1
File_899,0.0421,0.1327,0.558,0.1781,0.2556,0.0,Cold,0
File_900,0.7152,0.5283,0.0,0.0,0.6357,0.4637,Warm,1
File_901,0.7897,0.6354,0.2606,0.1444,0.243,0.2743,Warm,1
File_902,0.9528,0.7538,0.0,0.0,0.9674,0.1295,Hot,2
File_903,0.7533,0.287,0.0887,0.4201,0.1644,0.6945,Warm,1
File_904,0.4339,0.8567,0.0,0.0,0.3856,0.3475,Warm,1
File_905,0.1246,0.1285,0.7702,0.8512,0.0415,0.0,Warm,1
File_906,0.124,0.196,0.1522,0.304,0.4552,0.0,Cold,0
File_907,0.5398,0.2317,0.0,0.0,0.5702,0.3768,Warm,1
File_908,0.7931,0.1658,0.2142,0.4346,0.2349,0.608,Warm,1
File_909,0.5327,0.1731,0.3522,0.5524,0.2136,0.0,Warm,1
File_910,0.4146,0.0886,0.184,0.4211,0.4497,0.0,Warm,1
File_911,0.0164,0.1712,0.3465,0.9592,0.1868,0.0,Warm,1
File_912,0.2454,0.6376,0.1536,0.2216,0.0499,0.6536,Warm,1
File_913,0.3851,0.4065,0.2813,0.0873,0.1573,0.443,Warm,1
File_914,0.8937,0.1936,0.0,0.0,0.3967,0.4325,Warm,1
File_915,0.433,0.0289,0.8687,0.3177,0.652,0.0,Warm,1
File_916,0.1373,0.141,0.6873,0.804,0.473,0.0,Warm,1
File_917,0.3011,0.466,0.0,0.0,0.841,0.4252,Warm,1
File_918,0.6965,0.351,0.0527,0.2955,0.2242,0.3009,Warm,1
File_919,0.9621,0.9599,0.0,0.0,0.656,0.1545,Hot,2
File_920,0.752,0.3175,0.3752,0.0562,0.1964,0.985,Warm,1
File_921,0.8628,0.9503,0.0,0.0,0.1626,0.135,Warm,1
File_922,0.4044,0.6258,0.0,0.0,0.3406,0.3179,Warm,1
File_923,0.2576,0.7364,0.1532,0.1042,0.2942,0.2292,Warm,1
File_924,0.3171,0.5155,0.3166,0.4559,0.1623,0.1824,Warm,1
File_925,0.7553,0.6941,0.2108,0.1587,0.0943,0.8757,Warm,1
File_926,0.4526,0.3025,0.1174,0.0956,0.2047,0.2377,Warm,1
File_927,0.7133,0.4743,0.0,0.0,0.5389,0.4425,Warm,1
File_928,0.3485,0.2883,0.4989,0.1518,0.3826,0.0,Warm,1
File_929,0.3291,0.5362,0.0,0.0,0.4076,0.2155,Warm,1
File_930,0.1518,0.686,0.3518,0.3779,0.2505,0.5411,Warm,1
File_931,0.478,0.3255,0.0755,0.1034,0.1539,0.7189,Warm,1
File_932,0.4328,0.6036,0.0,0.0,0.6567,0.2571,Warm,1
File_933,0.6319,0.9649,0.0,0.0,0.586,0.2332,Hot,2
File_934,0.4615,0.046,0.4191,0.8633,0.5592,0.0,Warm,1
File_935,0.5031,0.2062,0.5074,0.1325,0.4724,0.0,Warm,1
File_936,0.804,0.2584,0.0777,0.5,0.0113,0.3011,Warm,1
File_937,0.152,0.0366,0.619,0.2671,0.403,0.0,Warm,1
File_938,0.7598,0.1415,0.4018,0.0883,0.1017,0.8259,Warm,1
File_939,0.3659,0.4796,0.0,0.0,0.7353,0.0556,Warm,1
File_940,0.7452,0.6013,0.0,0.0,0.5788,0.3891,Warm,1
File_941,0.1587,0.295,0.663,0.9878,0.377,0.0,Warm,1
File_942,0.4284,0.2655,0.4295,0.7876,0.3012,0.0,Warm,1
File_943,0.7255,0.128,0.0845,0.406,0.0706,0.3935,Warm,1
File_944,0.7163,0.6312,0.0,0.0,0.9956,0.1502,Hot,2
File_945,0.4302,0.1167,0.1474,0.147,0.508,0.0,Warm,1
File_946,0.4084,0.086,0.8885,0.6221,0.4683,0.0,Hot,2
File_947,0.3771,0.5043,0.0,0.0,0.7269,0.4535,Warm,1
File_948,0.0691,0.7673,0.0,0.0,0.6908,0.1331,Warm,1
File_949,0.9711,0.7586,0.0,0.0,0.1527,0.2543,Warm,1
File_950,0.0783,0.3614,0.1717,0.2401,0.2855,0.9017,Warm,1
File_951,0.1303,0.2166,0.1483,0.1292,0.1949,0.541,Cold,0
File_952,0.1745,0.2007,0.0922,0.3628,0.112,0.9313,Cold,0
File_953,0.2493,0.2102,0.7224,0.2772,0.2561,0.0,Warm,1
File_954,0.9932,0.4656,0.0,0.0,0.8339,0.2588,Hot,2
File_955,0.513,0.223,0.8819,0.5973,0.0566,0.0,Warm,1
File_956,0.0919,0.2482,0.352,0.16,0.0962,0.8689,Cold,0
File_957,0.5169,0.2502,0.4259,0.1758,0.2248,0.0,Warm,1
File_958,0.2732,0.0705,0.0,0.0,0.2659,0.4935,Cold,0
File_959,0.602,0.4516,0.0,0.0,0.4218,0.3069,Warm,1
File_960,0.388,0.4515,0.4969,0.1361,0.2943,0.6677,Warm,1
File_961,0.4691,0.0292,0.5392,0.4159,0.2808,0.0,Warm,1
File_962,0.0157,0.1526,0.9322,0.7162,0.2784,0.0,Warm,1
File_963,0.5241,0.0567,0.163,0.4548,0.1545,0.0,Warm,1
File_964,0.5995,0.3736,0.4659,0.3172,0.0848,0.797,Warm,1
File_965,0.2028,0.1896,0.1083,0.8194,0.4669,0.0,Warm,1
File_966,0.7146,0.1653,0.4446,0.2598,0.2468,0.3449,Warm,1
File_967,0.3665,0.0157,0.6854,0.5486,0.3369,0.0,Warm,1
File_968,0.9324,0.119,0.0,0.0,0.3402,0.255,Warm,1
File_969,0.5258,0.6775,0.0,0.0,0.2197,0.1467,Warm,1
File_970,0.4038,0.0856,0.0,0.0,0.4057,0.436,Cold,0
File_971,0.2934,0.5867,0.3343,0.1961,0.1404,0.8807,Warm,1
File_972,0.1328,0.0834,0.0,0.0,0.8286,0.0972,Cold,0
File_973,0.5391,0.3716,0.4244,0.0998,0.16,0.1406,Warm,1
File_974,0.2061,0.4807,0.3652,0.4185,0.1302,0.4025,Warm,1
File_975,0.2174,0.277,0.922,0.343,0.5653,0.0,Warm,1
File_976,0.7401,0.527,0.418,0.2354,0.0334,0.8719,Warm,1
File_977,0.0898,0.2955,0.6957,0.5154,0.0416,0.0,Warm,1
File_978,0.2601,0.5648,0.0,0.0,0.6212,0.4233,Warm,1
File_979,0.3828,0.2205,0.539,0.4011,0.483,0.0,Warm,1
File_980,0.1242,0.9116,0.0,0.0,0.1556,0.3631,Warm,1
File_981,0.9394,0.1397,0.0,0.0,0.3098,0.2131,Warm,1
File_982,0.2087,0.7842,0.0,0.0,0.5665,0.397,Warm,1
File_983,0.3688,0.0864,0.1069,0.7716,0.5928,0.0,Warm,1
File_984,0.611,0.1743,0.0,0.0,0.539,0.3862,Warm,1
File_985,0.4144,0.0509,0.6209,0.8694,0.599,0.0,Hot,2
File_986,0.4423,0.5278,0.1005,0.0797,0.2801,0.3818,Warm,1
File_987,0.5552,0.341,0.3096,0.3674,0.31,0.8829,Warm,1
File_988,0.5447,0.231,0.5542,0.3032,0.5761,0.0,Warm,1
File_989,0.3045,0.2941,0.0693,0.468,0.0308,0.2106,Cold,0
File_990,0.6514,0.8144,0.2074,0.1043,0.0972,0.9707,Warm,1
File_991,0.5415,0.5663,0.0,0.0,0.152,0.2047,Warm,1
File_992,0.3519,0.1607,0.0,0.0,0.2954,0.479,Cold,0
File_993,0.2032,0.8729,0.0,0.0,0.3784,0.2999,Warm,1
File_994,0.1322,0.1101,0.7175,0.8008,0.5701,0.0,Warm,1
File_995,0.5101,0.2417,0.2594,0.7902,0.4748,0.0,Warm,1
File_996,0.5289,0.065,0.2894,0.7807,0.3618,0.0,Warm,1
File_997,0.1459,0.5334,0.3939,0.3967,0.1747,0.246,Warm,1
File_998,0.7942,0.4974,0.1772,0.431,0.0602,0.9082,Warm,1
File_999,0.0546,0.1531,0.4662,0.0739,0.2637,0.5051,Cold,0
File_1000,0.4537,0.9414,0.0,0.0,0.2317,0.0814,Warm,1
File_1001,0.3334,0.0896,0.2836,0.3583,0.288,0.7508,Warm,1
File_1002,0.5587,0.6808,0.2598,0.3999,0.19,0.18,Warm,1
File_1003,0.976,0.1099,0.0,0.0,0.2592,0.2533,Warm,1
File_1004,0.0248,0.2819,0.2814,0.7908,0.1544,0.0,Warm,1
File_1005,0.3995,0.2697,0.0,0.0,0.1626,0.1227,Cold,0
File_1006,0.252,0.2698,0.5497,0.5886,0.0765,0.0,Warm,1
File_1007,0.4919,0.1112,0.4709,0.931,0.4719,0.0,Warm,1
File_1008,0.4415,0.1008,0.9345,0.8602,0.4364,0.0,Hot,2
File_1009,0.2407,0.2062,0.6464,0.3675,0.2092,0.0,Warm,1
File_1010,0.0789,0.168,0.0509,0.3184,0.011,0.206,Cold,0
File_1011,0.5801,0.4695,0.0631,0.4489,0.2945,0.8449,Warm,1
File_1012,0.5522,0.9847,0.0,0.0,0.4085,0.482,Warm,1
File_1013,0.6334,0.7408,0.0,0.0,0.7861,0.4461,Hot,2
File_1014,0.3395,0.1996,0.9434,0.8671,0.2807,0.0,Hot,2
File_1015,0.7974,0.4323,0.1006,0.2701,0.0561,0.1987,Warm,1
File_1016,0.0872,0.7791,0.4894,0.3883,0.0483,0.54,Warm,1
File_1017,0.2395,0.5865,0.45,0.4568,0.1499,0.6954,Warm,1
File_1018,0.0135,0.0752,0.7669,0.1704,0.218,0.0,Cold,0
File_1019,0.2869,0.6863,0.0,0.0,0.1691,0.0954,Cold,0
File_1020,0.2964,0.1384,0.4916,0.5737,0.104,0.0,Warm,1
File_1021,0.3415,0.4191,0.223,0.2196,0.2431,0.7329,Warm,1
File_1022,0.2102,0.924,0.0,0.0,0.7514,0.3591,Warm,1
File_1023,0.1784,0.2629,0.7868,0.5542,0.035,0.0,Warm,1
File_1024,0.0935,0.0937,0.4665,0.5566,0.4171,0.0,Warm,1
File_1025,0.4324,0.3855,0.2265,0.3324,0.1766,0.7515,Warm,1
File_1026,0.3031,0.0529,0.4653,0.8078,0.6255,0.0,Warm,1
File_1027,0.6384,0.3187,0.3775,0.3376,0.0316,0.6372,Warm,1
File_1028,0.4393,0.0058,0.3808,0.8999,0.3738,0.0,Warm,1
File_1029,0.0836,0.2671,0.4173,0.3921,0.1498,0.0,Cold,0
File_1030,0.8637,0.6465,0.0,0.0,0.3044,0.1416,Warm,1
File_1031,0.3738,0.1614,0.6677,0.625,0.5481,0.0,Warm,1
File_1032,0.3686,0.2285,0.6014,0.2046,0.3816,0.0,Warm,1
File_1033,0.3747,0.6472,0.0685,0.361,0.0034,0.3898,Warm,1
File_1034,0.0908,0.1141,0.8715,0.8695,0.4452,0.0,Warm,1
File_1035,0.4307,0.2875,0.4775,0.8917,0.1316,0.0,Warm,1
File_1036,0.131,0.0872,0.6278,0.5672,0.4791,0.0,Warm,1
File_1037,0.4921,0.0692,0.8904,0.8856,0.64,0.0,Hot,2
File_1038,0.9846,0.3018,0.0,0.0,0.7192,0.0929,Warm,1
File_1039,0.0765,0.8537,0.0,0.0,0.7712,0.3771,Warm,1
File_1040,0.2438,0.2662,0.2219,0.104,0.0268,0.904,Cold,0
File_1041,0.7287,0.785,0.1562,0.4971,0.021,0.9718,Hot,2
File_1042,0.395,0.0638,0.9313,0.4154,0.2017,0.0,Warm,1
File_1043,0.1592,0.6283,0.4891,0.0976,0.3094,0.2782,Warm,1
File_1044,0.8237,0.1306,0.0,0.0,0.7517,0.1466,Warm,1
File_1045,0.3724,0.0236,0.5137,0.3995,0.2162,0.0,Warm,1
File_1046,0.0081,0.1582,0.2169,0.1192,0.5508,0.0,Cold,0
File_1047,0.3716,0.2258,0.9977,0.676,0.6357,0.0,Hot,2
File_1048,0.2848,0.3057,0.2782,0.2974,0.229,0.0,Warm,1
File_1049,0.171,0.0709,0.4132,0.7462,0.0648,0.0,Warm,1
File_1050,0.0577,0.2802,0.4514,0.2875,0.2453,0.0,Warm,1
File_1051,0.6266,0.8078,0.4823,0.2086,0.2574,0.9086,Hot,2
File_1052,0.0733,0.3568,0.324,0.3112,0.1473,0.7383,Warm,1
File_1053,0.0777,0.4111,0.0926,0.4667,0.2956,0.2479,Warm,1
File_1054,0.2999,0.574,0.0,0.0,0.0757,0.3047,Cold,0
File_1055,0.0396,0.5449,0.3839,0.1699,0.1717,0.1705,Warm,1
File_1056,0.0666,0.4809,0.3645,0.4817,0.2156,0.9283,Warm,1
File_1057,0.4218,0.348,0.0,0.0,0.8205,0.3219,Warm,1
File_1058,0.3602,0.7277,0.4397,0.4157,0.0696,0.467,Warm,1
File_1059,0.09,0.644,0.0758,0.3608,0.2646,0.2785,Warm,1
File_1060,0.0182,0.1462,0.2727,0.7025,0.2306,0.0,Cold,0
File_1061,0.1375,0.059,0.4677,0.9675,0.0748,0.0,Warm,1
File_1062,0.9565,0.2049,0.0,0.0,0.8076,0.3169,Warm,1
File_1063,0.7615,0.3748,0.0,0.0,0.9583,0.3986,Hot,2
File_1064,0.5994,0.8484,0.0,0.0,0.7791,0.1474,Hot,2
File_1065,0.7819,0.5185,0.0,0.0,0.3208,0.2841,Warm,1
File_1066,0.8032,1.0,0.0,0.0,0.256,0.1944,Warm,1
File_1067,0.312,0.2535,0.7372,0.2812,0.3568,0.0,Warm,1
File_1068,0.9436,0.7764,0.0,0.0,0.5339,0.2301,Hot,2
File_1069,0.2614,0.308,0.1951,0.1685,0.1912,0.0,Cold,0
File_1070,0.3623,0.7139,0.0,0.0,0.4371,0.1547,Warm,1
File_1071,0.5343,0.1318,0.0939,0.1767,0.2726,0.3129,Warm,1
File_1072,0.3294,0.148,0.4713,0.7441,0.042,0.0,Warm,1
File_1073,0.4291,0.6119,0.1936,0.3334,0.0519,0.4275,Warm,1
File_1074,0.1825,0.7192,0.0,0.0,0.7248,0.3907,Warm,1
File_1075,0.3297,0.4308,0.3274,0.2376,0.0317,0.1741,Warm,1
File_1076,0.9097,0.661,0.0,0.0,0.84,0.0836,Hot,2
File_1077,0.4613,0.4837,0.4576,0.133,0.3038,0.1693,Warm,1
File_1078,0.952,0.5182,0.0,0.0,0.2035,0.2143,Warm,1
File_1079,0.1272,0.1011,0.9635,0.9112,0.3642,0.0,Warm,1
